origin,crop_url,box,label,score
https://i.pinimg.com/736x/e6/a9/03/e6a9034b0049244a6b3f67235fbb865d.jpg,http://localhost:8000/images/061601f4649a4f31aa69fb66be419675.jpg,"397,963,615,1306",bottom,0.45554035902023315
https://i.pinimg.com/736x/48/1e/f9/481ef92c26bd336c0268a53594a498e0.jpg,http://localhost:8000/images/759862ec29a14b9881744610bdcafac7.jpg,"402,537,636,898",bag,0.6561887264251709
https://i.pinimg.com/736x/c1/81/f0/c181f08b6c56de6cc8f347fced7ed121.jpg,http://localhost:8000/images/d26043a80b474c3592128b376c46db77.jpg,"0,537,633,1094",bottom,0.5861606597900391
https://i.pinimg.com/736x/c9/26/7c/c9267c03d731510ccf916d37e772dcae.jpg,http://localhost:8000/images/f7f869ef27ef448db4a900b5deff9549.jpg,"199,558,596,1308",bottom,0.9305086731910706
https://i.pinimg.com/736x/c9/26/7c/c9267c03d731510ccf916d37e772dcae.jpg,http://localhost:8000/images/23c1497b44724cda9ada0ff807db0c9e.jpg,"317,805,485,1113",bag,0.8864938020706177
https://i.pinimg.com/736x/c9/26/7c/c9267c03d731510ccf916d37e772dcae.jpg,http://localhost:8000/images/03b73dfac91b484e9ec6311dad637d5e.jpg,"262,359,511,592",top,0.8155925869941711
https://i.pinimg.com/736x/41/9f/4c/419f4c12eeb7ab043260ce19c30c2767.jpg,http://localhost:8000/images/1061548b151f492285874e9ef99bb4c5.jpg,"337,892,427,1099",outer,0.9281397461891174
https://i.pinimg.com/736x/41/9f/4c/419f4c12eeb7ab043260ce19c30c2767.jpg,http://localhost:8000/images/e50c0b94c4dc4ba99c0884e125c16cf1.jpg,"168,608,299,807",bag,0.9163386821746826
https://i.pinimg.com/736x/41/9f/4c/419f4c12eeb7ab043260ce19c30c2767.jpg,http://localhost:8000/images/9e0aded308584d00971b6162d6a16e53.jpg,"312,853,370,1017",outer,0.8741451501846313
https://i.pinimg.com/736x/41/9f/4c/419f4c12eeb7ab043260ce19c30c2767.jpg,http://localhost:8000/images/95318ae02af240e2b1e624fcd6133115.jpg,"255,439,545,828",bottom,0.8108319640159607
https://i.pinimg.com/736x/41/9f/4c/419f4c12eeb7ab043260ce19c30c2767.jpg,http://localhost:8000/images/83435c2323d146ff90034bd7ea7d5a78.jpg,"217,212,524,580",top,0.6234106421470642
https://i.pinimg.com/736x/f3/af/33/f3af3302d9c9fd472e0b9ea724c6ed70.jpg,http://localhost:8000/images/1e91fe986c6a4d92b448d11a222eb529.jpg,"279,777,313,804",outer,0.9322504997253418
https://i.pinimg.com/736x/f3/af/33/f3af3302d9c9fd472e0b9ea724c6ed70.jpg,http://localhost:8000/images/0749aa1d84ec4e2c816883f7ccfbfa85.jpg,"164,784,196,826",outer,0.9164183139801025
https://i.pinimg.com/736x/f3/af/33/f3af3302d9c9fd472e0b9ea724c6ed70.jpg,http://localhost:8000/images/8077aa1b34f142e483f8a37fb7c6c356.jpg,"208,276,245,413",bag,0.9132407903671265
https://i.pinimg.com/736x/f3/af/33/f3af3302d9c9fd472e0b9ea724c6ed70.jpg,http://localhost:8000/images/7d479b7b184643ee83a0b6437c7a9ed1.jpg,"173,397,354,812",bottom,0.8168399930000305
